Date,Region,Orders_Received,Production_Output,Transportation_Time_Days,Defect_Rate,Fuel_Cost_per_Litre,Avg_Delivery_Delay_Days,Total_Cost,Revenue,Profit
2024-06-08,Chennai,286,279,3.874,0.014,82.236,1.693,35148.671,57200.0,22051.329
2024-06-08,Hyderabad,276,267,2.354,0.014,82.295,2.402,34063.861,55200.0,21136.139
2024-06-09,Mumbai,244,224,6.742,0.019,108.732,1.931,28933.04,48800.0,19866.96
2024-06-09,Delhi,281,248,6.852,0.038,88.266,2.045,31665.049,56200.0,24534.951
2024-06-09,Bangalore,213,199,3.88,0.024,88.581,1.154,25342.785,42600.0,17257.215
2024-06-09,Chennai,370,361,2.518,0.021,73.149,0.701,44401.991,74000.0,29598.009
2024-06-09,Hyderabad,399,350,2.397,0.039,109.904,1.907,44052.476,79800.0,35747.524
2024-06-10,Mumbai,331,311,4.758,0.038,90.288,1.164,38805.123,66200.0,27394.877
2024-06-10,Delhi,229,213,2.198,0.042,102.763,0.862,27018.42,45800.0,18781.58
2024-06-10,Bangalore,371,320,4.381,0.041,85.396,1.631,40069.635,74200.0,34130.365
2024-06-10,Chennai,370,337,2.056,0.022,80.812,0.886,41691.188,74000.0,32308.812
2024-06-10,Hyderabad,323,283,3.768,0.041,71.373,0.62,34983.594,64600.0,29616.406
2024-06-11,Mumbai,392,355,2.375,0.034,90.857,1.329,44172.997,78400.0,34227.003
2024-06-11,Delhi,362,323,2.221,0.036,90.935,1.633,40485.757,72400.0,31914.243
2024-06-11,Bangalore,350,310,4.12,0.049,79.346,0.897,38442.019,70000.0,31557.981
2024-06-11,Chennai,238,221,5.691,0.049,78.362,0.604,27605.744,47600.0,19994.256
2024-06-11,Hyderabad,227,212,3.575,0.048,104.338,0.719,26842.86,45400.0,18557.14
2024-06-12,Mumbai,357,313,4.74,0.047,92.992,1.335,39157.444,71400.0,32242.556
2024-06-12,Delhi,252,236,3.629,0.047,107.826,0.566,29681.5,50400.0,20718.5
2024-06-12,Bangalore,394,378,4.65,0.034,87.576,1.312,46891.98,78800.0,31908.02
2024-06-12,Chennai,219,186,3.006,0.043,97.127,1.039,23810.753,43800.0,19989.247
2024-06-12,Hyderabad,240,231,4.629,0.024,91.728,0.784,29029.438,48000.0,18970.562
2024-06-13,Mumbai,306,278,4.337,0.018,101.989,2.174,35466.946,61200.0,25733.054
2024-06-13,Delhi,291,262,5.516,0.019,82.215,2.18,33352.32,58200.0,24847.68
2024-06-13,Bangalore,336,312,4.188,0.026,104.202,1.298,39131.214,67200.0,28068.786
2024-06-13,Chennai,246,233,2.538,0.049,85.882,2.219,29928.143,49200.0,19271.857
2024-06-13,Hyderabad,354,308,2.34,0.01,78.003,1.329,38404.49,70800.0,32395.51
2024-06-14,Mumbai,328,288,6.71,0.022,106.679,1.979,36616.182,65600.0,28983.818
2024-06-14,Delhi,294,273,4.375,0.031,90.752,0.728,34031.758,58800.0,24768.242
2024-06-14,Bangalore,353,342,4.672,0.049,106.352,0.644,42425.59,70600.0,28174.41
2024-06-14,Chennai,386,328,5.498,0.033,72.777,0.564,40369.61,77200.0,36830.39
2024-06-14,Hyderabad,377,365,6.435,0.014,73.483,2.418,45744.004,75400.0,29655.996
2024-06-15,Mumbai,234,227,3.916,0.042,83.605,0.572,28362.037,46800.0,18437.963
2024-06-15,Delhi,307,264,4.329,0.026,81.314,1.823,33404.414,61400.0,27995.586
2024-06-15,Bangalore,213,195,4.766,0.011,71.747,0.543,24389.01,42600.0,18210.99
2024-06-15,Chennai,313,277,5.381,0.034,81.786,2.332,35223.721,62600.0,27376.279
2024-06-15,Hyderabad,291,261,5.425,0.044,90.907,0.631,32544.761,58200.0,25655.239
2024-06-16,Mumbai,318,310,2.519,0.023,92.415,1.909,39078.83,63600.0,24521.17
2024-06-16,Delhi,319,288,4.112,0.018,75.126,2.287,36454.804,63800.0,27345.196
2024-06-16,Bangalore,244,225,4.317,0.035,105.497,1.184,28646.905,48800.0,20153.095
2024-06-16,Chennai,360,323,4.727,0.044,93.085,1.706,40543.605,72000.0,31456.395
2024-06-16,Hyderabad,273,265,3.68,0.042,93.098,1.814,33638.032,54600.0,20961.968
2024-06-17,Mumbai,218,194,2.227,0.033,105.156,1.519,25090.967,43600.0,18509.033
2024-06-17,Delhi,240,204,6.531,0.025,100.548,2.287,26628.803,48000.0,21371.197
2024-06-17,Bangalore,213,202,5.677,0.017,93.289,2.062,26203.857,42600.0,16396.143
2024-06-17,Chennai,248,239,3.717,0.011,100.852,2.442,30909.572,49600.0,18690.428
2024-06-17,Hyderabad,337,318,5.215,0.039,74.987,2.295,40057.316,67400.0,27342.684
2024-06-18,Mumbai,289,265,5.633,0.049,106.931,0.844,33291.33,57800.0,24508.67
2024-06-18,Delhi,348,313,6.665,0.048,93.521,1.653,39321.808,69600.0,30278.192
2024-06-18,Bangalore,380,351,2.666,0.028,73.431,2.229,43968.673,76000.0,32031.327
2024-06-18,Chennai,295,264,6.197,0.038,100.573,0.89,33130.712,59000.0,25869.288
2024-06-18,Hyderabad,376,324,3.738,0.031,73.447,1.695,40462.063,75200.0,34737.937
2024-06-19,Mumbai,339,308,2.268,0.012,83.272,1.499,38542.065,67800.0,29257.935
2024-06-19,Delhi,268,243,2.027,0.033,92.188,2.329,31246.127,53600.0,22353.873
2024-06-19,Bangalore,286,270,2.103,0.041,95.618,1.27,33991.318,57200.0,23208.682
2024-06-19,Chennai,209,195,3.22,0.013,104.975,0.714,24806.759,41800.0,16993.241
2024-06-19,Hyderabad,345,304,4.254,0.047,103.761,1.603,38319.082,69000.0,30680.918
2024-06-20,Mumbai,264,251,5.83,0.045,93.527,1.349,31729.539,52800.0,21070.461
2024-06-20,Delhi,314,267,2.451,0.022,84.757,2.387,34081.109,62800.0,28718.891
2024-06-20,Bangalore,268,234,3.909,0.023,94.563,2.01,30030.875,53600.0,23569.125
2024-06-20,Chennai,276,241,2.059,0.016,84.125,2.076,30799.232,55200.0,24400.768
2024-06-20,Hyderabad,394,366,4.004,0.046,88.92,1.792,45705.15,78800.0,33094.85
2024-06-21,Mumbai,216,206,5.907,0.04,86.216,0.914,26039.06,43200.0,17160.94
2024-06-21,Delhi,266,236,5.659,0.042,97.795,0.784,29690.086,53200.0,23509.914
2024-06-21,Bangalore,273,234,4.846,0.045,71.261,1.17,29377.848,54600.0,25222.152
2024-06-21,Chennai,338,306,3.28,0.018,83.534,1.593,38351.94,67600.0,29248.06
2024-06-21,Hyderabad,393,353,3.075,0.037,88.988,1.091,43795.527,78600.0,34804.473
2024-06-22,Mumbai,377,364,5.516,0.028,100.102,1.463,45412.608,75400.0,29987.392
2024-06-22,Delhi,335,309,5.9,0.012,99.665,2.19,39171.511,67000.0,27828.489
2024-06-22,Bangalore,388,362,2.868,0.03,104.146,2.347,45655.072,77600.0,31944.928
2024-06-22,Chennai,327,319,2.053,0.037,90.869,0.693,39535.177,65400.0,25864.823
2024-06-22,Hyderabad,313,305,6.677,0.021,91.231,1.943,38483.77,62600.0,24116.23
2024-06-23,Mumbai,279,269,3.829,0.028,105.458,2.398,34533.604,55800.0,21266.396
2024-06-23,Delhi,238,210,4.2,0.025,95.603,0.897,26604.513,47600.0,20995.487
2024-06-23,Bangalore,216,186,5.914,0.02,107.994,1.208,24003.739,43200.0,19196.261
2024-06-23,Chennai,394,351,4.114,0.032,72.285,1.325,43505.273,78800.0,35294.727
2024-06-23,Hyderabad,210,200,5.172,0.028,70.154,2.103,25753.092,42000.0,16246.908
2024-06-24,Mumbai,275,249,5.101,0.021,71.884,1.671,31434.151,55000.0,23565.849
2024-06-24,Delhi,287,258,2.564,0.034,109.216,1.47,32787.373,57400.0,24612.627
2024-06-24,Bangalore,281,249,2.18,0.041,89.741,1.935,31744.868,56200.0,24455.132
2024-06-24,Chennai,308,267,2.344,0.031,78.865,2.138,33897.517,61600.0,27702.483
2024-06-24,Hyderabad,368,330,6.012,0.019,90.985,1.507,41263.107,73600.0,32336.893
2024-06-25,Mumbai,345,299,2.297,0.043,100.757,1.865,37820.261,69000.0,31179.739
2024-06-25,Delhi,358,311,6.657,0.012,71.416,0.668,38368.2,71600.0,33231.8
2024-06-25,Bangalore,341,332,2.817,0.036,97.135,1.689,41655.734,68200.0,26544.266
2024-06-25,Chennai,373,336,6.679,0.031,102.159,1.608,42145.728,74600.0,32454.272
2024-06-25,Hyderabad,392,381,5.063,0.014,97.623,2.159,47775.759,78400.0,30624.241
2024-06-26,Mumbai,387,360,3.877,0.013,85.544,1.174,44642.634,77400.0,32757.366
2024-06-26,Delhi,366,356,5.384,0.041,102.967,1.78,44639.79,73200.0,28560.21
2024-06-26,Bangalore,254,235,3.894,0.032,84.363,2.163,30125.283,50800.0,20674.717
2024-06-26,Chennai,319,275,4.224,0.037,76.562,2.002,34766.752,63800.0,29033.248
2024-06-26,Hyderabad,221,213,3.266,0.014,79.714,0.513,26613.731,44200.0,17586.269
2024-06-27,Mumbai,224,215,3.668,0.022,99.508,0.944,27267.009,44800.0,17532.991
2024-06-27,Delhi,233,200,2.866,0.019,102.007,1.799,25919.706,46600.0,20680.294
2024-06-27,Bangalore,229,205,5.338,0.03,74.624,2.066,26379.345,45800.0,19420.655
2024-06-27,Chennai,329,309,5.772,0.035,84.148,0.848,38345.378,65800.0,27454.622
2024-06-27,Hyderabad,268,233,5.187,0.011,106.448,1.465,29757.189,53600.0,23842.811
2024-06-28,Mumbai,366,319,3.933,0.023,106.169,1.512,40097.876,73200.0,33102.124
2024-06-28,Delhi,357,331,5.309,0.034,93.149,0.774,41038.382,71400.0,30361.618
2024-06-28,Bangalore,237,206,2.6,0.031,89.264,2.357,26791.175,47400.0,20608.825
2024-06-28,Chennai,340,306,4.182,0.029,104.524,2.265,38897.768,68000.0,29102.232
2024-06-28,Hyderabad,276,245,2.317,0.025,105.283,0.729,30817.238,55200.0,24382.762
2024-06-29,Mumbai,384,341,3.156,0.04,88.824,0.756,42186.114,76800.0,34613.886
2024-06-29,Delhi,263,244,3.157,0.011,106.09,1.765,31223.551,52600.0,21376.449
2024-06-29,Bangalore,302,266,4.439,0.035,79.423,2.341,33884.533,60400.0,26515.467
2024-06-29,Chennai,287,263,6.79,0.029,107.116,1.565,33413.736,57400.0,23986.264
2024-06-29,Hyderabad,239,223,3.306,0.045,78.399,2.407,28747.68,47800.0,19052.32
2024-06-30,Mumbai,367,330,5.446,0.045,77.308,1.497,41121.745,73400.0,32278.255
2024-06-30,Delhi,292,269,4.255,0.046,100.804,0.659,33617.501,58400.0,24782.499
2024-06-30,Bangalore,263,244,4.206,0.043,83.353,1.163,30694.833,52600.0,21905.167
2024-06-30,Chennai,385,334,3.121,0.044,107.437,2.035,42171.86,77000.0,34828.14
2024-06-30,Hyderabad,360,316,5.115,0.01,91.163,0.782,39222.679,72000.0,32777.321
2024-07-01,Mumbai,279,240,4.985,0.027,81.019,0.904,30062.085,55800.0,25737.915
2024-07-01,Delhi,359,336,6.102,0.049,101.697,1.342,42007.928,71800.0,29792.072
2024-07-01,Bangalore,361,350,6.416,0.041,106.513,2.064,44097.221,72200.0,28102.779
2024-07-01,Chennai,277,269,4.995,0.033,105.129,1.617,34139.953,55400.0,21260.047
2024-07-01,Hyderabad,297,275,2.895,0.014,90.126,1.856,34829.048,59400.0,24570.952
2024-07-02,Mumbai,204,190,3.608,0.013,70.278,1.4,24202.664,40800.0,16597.336
2024-07-02,Delhi,389,367,4.797,0.027,87.114,1.921,45871.87,77800.0,31928.13
2024-07-02,Bangalore,316,278,2.339,0.035,88.912,1.845,35171.497,63200.0,28028.503
2024-07-02,Chennai,395,380,6.243,0.049,99.54,0.952,47071.152,79000.0,31928.848
2024-07-02,Hyderabad,285,247,4.424,0.027,85.827,1.6,31298.505,57000.0,25701.495
2024-07-03,Mumbai,205,183,6.799,0.031,87.408,1.39,23529.293,41000.0,17470.707
2024-07-03,Delhi,221,206,3.596,0.038,97.714,1.839,26616.575,44200.0,17583.425
2024-07-03,Bangalore,211,193,6.823,0.011,107.831,0.741,24608.748,42200.0,17591.252
2024-07-03,Chennai,230,201,4.463,0.034,100.325,2.439,26342.529,46000.0,19657.471
2024-07-03,Hyderabad,245,235,2.242,0.023,100.149,0.918,29660.624,49000.0,19339.376
2024-07-04,Mumbai,263,249,3.572,0.023,93.062,1.234,31427.453,52600.0,21172.547
2024-07-04,Delhi,240,219,5.437,0.038,78.415,1.432,27780.276,48000.0,20219.724
2024-07-04,Bangalore,268,229,2.126,0.046,92.823,1.088,28952.27,53600.0,24647.73
2024-07-04,Chennai,345,304,4.058,0.026,87.755,1.625,38170.268,69000.0,30829.732
2024-07-04,Hyderabad,236,218,6.117,0.011,88.956,0.621,27360.198,47200.0,19839.802
2024-07-05,Mumbai,337,291,5.7,0.028,79.052,0.831,36126.179,67400.0,31273.821
2024-07-05,Delhi,313,270,6.108,0.031,91.708,1.472,34052.889,62600.0,28547.111
2024-07-05,Bangalore,271,247,3.786,0.03,101.372,0.739,31023.307,54200.0,23176.693
2024-07-05,Chennai,339,320,6.456,0.025,74.054,0.722,39501.685,67800.0,28298.315
2024-07-05,Hyderabad,350,332,3.17,0.044,98.169,0.797,41220.441,70000.0,28779.559
2024-07-06,Mumbai,308,283,2.261,0.018,74.524,1.89,35650.336,61600.0,25949.664
2024-07-06,Delhi,398,371,4.806,0.015,88.086,2.376,46588.637,79600.0,33011.363
2024-07-06,Bangalore,249,220,2.157,0.04,90.901,1.971,28294.367,49800.0,21505.633
2024-07-06,Chennai,378,324,4.241,0.02,105.685,1.561,40717.408,75600.0,34882.592
2024-07-06,Hyderabad,333,308,3.274,0.01,106.83,1.399,38727.862,66600.0,27872.138
2024-07-07,Mumbai,283,258,4.329,0.019,94.702,1.179,32496.494,56600.0,24103.506
2024-07-07,Delhi,273,233,3.082,0.015,104.069,1.953,29977.025,54600.0,24622.975
2024-07-07,Bangalore,207,196,4.039,0.015,89.315,1.733,25279.472,41400.0,16120.528
2024-07-07,Chennai,276,239,5.622,0.047,107.123,1.504,30503.341,55200.0,24696.659
2024-07-07,Hyderabad,390,376,2.119,0.011,101.988,1.99,47134.884,78000.0,30865.116
2024-07-08,Mumbai,205,194,2.993,0.014,92.617,0.736,24574.09,41000.0,16425.91
2024-07-08,Delhi,202,196,2.788,0.037,91.513,0.531,24700.485,40400.0,15699.515
2024-07-08,Bangalore,384,331,3.299,0.043,81.692,2.397,41735.58,76800.0,35064.42
2024-07-08,Chennai,221,204,5.243,0.027,71.362,1.902,26144.393,44200.0,18055.607
2024-07-08,Hyderabad,283,245,5.378,0.039,77.919,1.24,30799.134,56600.0,25800.866
2024-07-09,Mumbai,277,240,2.023,0.017,79.851,2.219,30708.21,55400.0,24691.79
2024-07-09,Delhi,249,216,4.184,0.014,86.953,0.655,27116.923,49800.0,22683.077
2024-07-09,Bangalore,311,275,5.288,0.046,74.706,1.151,34322.521,62200.0,27877.479
2024-07-09,Chennai,321,289,2.847,0.048,106.481,1.865,36677.468,64200.0,27522.532
2024-07-09,Hyderabad,258,220,3.245,0.028,101.886,1.589,28213.593,51600.0,23386.407
2024-07-10,Mumbai,307,297,5.168,0.022,104.579,0.819,37095.098,61400.0,24304.902
2024-07-10,Delhi,377,330,6.469,0.011,96.996,2.426,41783.205,75400.0,33616.795
2024-07-10,Bangalore,258,249,3.469,0.019,102.113,2.361,32081.618,51600.0,19518.382
2024-07-10,Chennai,342,320,2.33,0.017,107.464,1.542,40245.856,68400.0,28154.144
2024-07-10,Hyderabad,216,207,4.822,0.039,77.121,1.216,26219.088,43200.0,16980.912
2024-07-11,Mumbai,210,202,2.175,0.038,91.65,1.988,26150.667,42000.0,15849.333
2024-07-11,Delhi,208,199,3.549,0.047,107.184,2.441,26172.398,41600.0,15427.602
2024-07-11,Bangalore,391,354,5.155,0.048,76.636,0.814,43653.515,78200.0,34546.485
2024-07-11,Chennai,285,276,6.23,0.04,88.433,1.087,34547.871,57000.0,22452.129
2024-07-11,Hyderabad,332,319,6.588,0.017,103.031,1.042,39831.107,66400.0,26568.893
2024-07-12,Mumbai,304,295,3.67,0.029,83.657,1.467,36970.078,60800.0,23829.922
2024-07-12,Delhi,309,270,3.438,0.013,92.482,0.522,33585.881,61800.0,28214.119
2024-07-12,Bangalore,364,346,5.425,0.038,87.644,2.425,43608.768,72800.0,29191.232
2024-07-12,Chennai,342,334,6.286,0.025,89.926,1.064,41511.142,68400.0,26888.858
2024-07-12,Hyderabad,293,256,6.311,0.035,77.257,0.794,31889.401,58600.0,26710.599
2024-07-13,Mumbai,303,264,2.535,0.04,105.435,1.538,33503.327,60600.0,27096.673
2024-07-13,Delhi,269,257,6.502,0.035,89.834,1.11,32293.489,53800.0,21506.511
2024-07-13,Bangalore,388,378,6.235,0.048,79.631,0.91,46611.118,77600.0,30988.882
2024-07-13,Chennai,398,362,2.332,0.042,73.665,2.102,45227.417,79600.0,34372.583
2024-07-13,Hyderabad,317,294,6.694,0.033,72.752,2.33,37172.503,63400.0,26227.497
2024-07-14,Mumbai,362,350,5.109,0.048,102.86,1.869,43962.877,72400.0,28437.123
2024-07-14,Delhi,335,308,5.045,0.03,98.463,2.213,39051.301,67000.0,27948.699
2024-07-14,Bangalore,227,205,3.19,0.011,89.719,0.81,25902.245,45400.0,19497.755
2024-07-14,Chennai,209,181,5.982,0.018,74.645,1.682,23307.491,41800.0,18492.509
2024-07-14,Hyderabad,338,312,5.502,0.047,80.091,0.884,38682.872,67600.0,28917.128
2024-07-15,Mumbai,323,277,2.639,0.025,78.2,1.871,34957.717,64600.0,29642.283
2024-07-15,Delhi,312,285,2.31,0.033,96.415,1.663,35995.525,62400.0,26404.475
2024-07-15,Bangalore,258,233,5.048,0.011,73.547,2.284,29837.609,51600.0,21762.391
2024-07-15,Chennai,304,263,6.509,0.022,77.522,1.44,33055.361,60800.0,27744.639
2024-07-15,Hyderabad,244,225,5.59,0.019,108.007,1.111,28635.802,48800.0,20164.198
2024-07-16,Mumbai,381,357,2.836,0.031,73.293,2.105,44625.582,76200.0,31574.418
2024-07-16,Delhi,363,328,4.791,0.034,91.93,0.853,40705.799,72600.0,31894.201
2024-07-16,Bangalore,260,231,3.422,0.037,77.445,2.147,29567.964,52000.0,22432.036
2024-07-16,Chennai,318,296,6.019,0.033,106.315,2.107,37636.498,63600.0,25963.502
2024-07-16,Hyderabad,244,238,4.979,0.023,109.823,0.615,29965.775,48800.0,18834.225
2024-07-17,Mumbai,365,317,4.37,0.032,90.859,0.831,39364.344,73000.0,33635.656
2024-07-17,Delhi,241,225,4.43,0.04,95.779,2.457,29186.521,48200.0,19013.479
2024-07-17,Bangalore,398,367,3.49,0.02,75.862,2.128,45862.815,79600.0,33737.185
2024-07-17,Chennai,304,259,2.912,0.011,89.272,0.854,32399.757,60800.0,28400.243
2024-07-17,Hyderabad,390,359,5.916,0.045,97.666,2.46,45286.572,78000.0,32713.428
2024-07-18,Mumbai,367,333,6.08,0.04,107.484,1.028,41548.604,73400.0,31851.396
2024-07-18,Delhi,324,304,6.755,0.025,78.969,2.138,38338.757,64800.0,26461.243
2024-07-18,Bangalore,212,187,4.883,0.035,98.139,1.685,24264.127,42400.0,18135.873
2024-07-18,Chennai,256,235,3.928,0.031,75.191,0.724,29313.865,51200.0,21886.135
2024-07-18,Hyderabad,250,219,5.627,0.039,90.918,1.548,27963.282,50000.0,22036.718
2024-07-19,Mumbai,359,312,2.332,0.049,102.018,2.371,39645.897,71800.0,32154.103
2024-07-19,Delhi,262,245,2.192,0.025,71.133,2.366,31294.534,52400.0,21105.466
2024-07-19,Bangalore,369,336,5.056,0.046,77.248,1.137,41660.798,73800.0,32139.202
2024-07-19,Chennai,245,214,2.146,0.042,83.802,2.165,27600.696,49000.0,21399.304
2024-07-19,Hyderabad,205,175,3.643,0.02,107.253,1.791,22968.204,41000.0,18031.796
2024-07-20,Mumbai,219,211,2.44,0.036,88.63,2.49,27451.21,43800.0,16348.79
2024-07-20,Delhi,338,307,4.517,0.026,104.302,1.589,38677.414,67600.0,28922.586
2024-07-20,Bangalore,371,337,4.291,0.015,88.469,0.904,41776.904,74200.0,32423.096
2024-07-20,Chennai,327,311,5.935,0.017,86.672,2.379,39376.456,65400.0,26023.544
2024-07-20,Hyderabad,335,301,2.816,0.012,98.695,2.315,38264.501,67000.0,28735.499
2024-07-21,Mumbai,355,316,3.787,0.021,70.06,1.945,39593.111,71000.0,31406.889
2024-07-21,Delhi,212,194,4.255,0.039,80.104,0.857,24509.501,42400.0,17890.499
2024-07-21,Bangalore,396,379,2.171,0.011,74.98,1.178,46818.673,79200.0,32381.327
2024-07-21,Chennai,346,297,6.907,0.035,90.094,1.057,37069.358,69200.0,32130.642
2024-07-21,Hyderabad,296,277,4.185,0.023,95.074,2.003,35192.094,59200.0,24007.906
2024-07-22,Mumbai,234,223,4.232,0.027,102.8,1.096,28335.881,46800.0,18464.119
2024-07-22,Delhi,243,232,2.071,0.023,78.19,2.134,29689.081,48600.0,18910.919
2024-07-22,Bangalore,226,216,2.837,0.029,104.014,1.437,27678.762,45200.0,17521.238
2024-07-22,Chennai,361,309,6.798,0.042,100.48,1.019,38594.501,72200.0,33605.499
2024-07-22,Hyderabad,270,250,5.443,0.017,81.94,1.237,31437.7,54000.0,22562.3
2024-07-23,Mumbai,357,312,2.938,0.04,101.754,2.128,39521.741,71400.0,31878.259
2024-07-23,Delhi,394,358,6.849,0.019,107.502,2.473,45271.371,78800.0,33528.629
2024-07-23,Bangalore,238,220,6.037,0.037,81.295,1.932,28179.065,47600.0,19420.935
2024-07-23,Chennai,398,380,6.386,0.043,72.41,1.969,47308.823,79600.0,32291.177
2024-07-23,Hyderabad,297,277,3.397,0.013,103.288,1.529,35037.372,59400.0,24362.628
2024-07-24,Mumbai,336,296,5.458,0.016,99.769,0.712,36873.714,67200.0,30326.286
2024-07-24,Delhi,364,341,5.917,0.033,78.661,0.516,41964.481,72800.0,30835.519
2024-07-24,Bangalore,247,239,5.327,0.011,109.748,0.848,30201.547,49400.0,19198.453
2024-07-24,Chennai,235,228,5.48,0.044,104.355,0.964,28885.63,47000.0,18114.37
2024-07-24,Hyderabad,321,304,6.549,0.044,82.171,0.613,37607.971,64200.0,26592.029
2024-07-25,Mumbai,222,203,6.504,0.022,75.325,1.108,25667.158,44400.0,18732.842
2024-07-25,Delhi,255,216,3.396,0.047,74.693,0.768,27051.055,51000.0,23948.945
2024-07-25,Bangalore,211,188,2.702,0.046,83.386,2.45,24618.834,42200.0,17581.166
2024-07-25,Chennai,204,193,5.049,0.026,92.66,2.3,25236.79,40800.0,15563.21
2024-07-25,Hyderabad,369,341,4.493,0.048,102.62,2.357,43124.729,73800.0,30675.271
2024-07-26,Mumbai,303,283,5.078,0.021,79.005,1.759,35629.434,60600.0,24970.566
2024-07-26,Delhi,256,239,4.755,0.045,70.447,1.369,30068.931,51200.0,21131.069
2024-07-26,Bangalore,324,298,2.997,0.018,96.107,1.111,37276.787,64800.0,27523.213
2024-07-26,Chennai,324,286,2.548,0.018,90.831,1.639,36047.985,64800.0,28752.015
2024-07-26,Hyderabad,246,236,6.323,0.029,79.446,1.275,29751.893,49200.0,19448.107
2024-07-27,Mumbai,349,316,3.041,0.029,87.595,1.186,39388.847,69800.0,30411.153
2024-07-27,Delhi,261,249,6.096,0.016,93.813,1.692,31664.086,52200.0,20535.914
2024-07-27,Bangalore,362,351,2.99,0.01,71.487,1.591,43630.204,72400.0,28769.796
2024-07-27,Chennai,222,205,3.301,0.038,83.8,1.727,26301.402,44400.0,18098.598
2024-07-27,Hyderabad,328,292,2.212,0.02,106.962,0.761,36490.273,65600.0,29109.727
2024-07-28,Mumbai,321,291,2.989,0.014,101.73,0.656,36265.325,64200.0,27934.675
2024-07-28,Delhi,308,289,6.197,0.03,73.046,2.276,36548.297,61600.0,25051.703
2024-07-28,Bangalore,337,312,5.177,0.016,96.037,1.897,39349.009,67400.0,28050.991
2024-07-28,Chennai,342,332,6.746,0.02,99.216,2.054,41859.016,68400.0,26540.984
2024-07-28,Hyderabad,365,345,5.931,0.02,85.626,1.341,42926.871,73000.0,30073.129
2024-07-29,Mumbai,274,233,6.907,0.032,84.519,1.162,29385.951,54800.0,25414.049
2024-07-29,Delhi,398,370,5.788,0.049,102.235,2.39,46617.39,79600.0,32982.61
2024-07-29,Bangalore,302,282,5.833,0.048,102.465,1.591,35659.902,60400.0,24740.098
2024-07-29,Chennai,271,255,6.537,0.049,83.084,2.397,32629.263,54200.0,21570.737
2024-07-29,Hyderabad,211,203,5.009,0.042,100.131,2.102,26412.538,42200.0,15787.462
2024-07-30,Mumbai,302,291,3.618,0.029,91.862,0.538,36107.832,60400.0,24292.168
2024-07-30,Delhi,280,247,5.766,0.026,76.468,1.115,30962.323,56000.0,25037.677
2024-07-30,Bangalore,380,366,4.806,0.027,107.679,1.992,45992.976,76000.0,30007.024
2024-07-30,Chennai,299,264,3.794,0.016,101.624,2.065,33728.516,59800.0,26071.484
2024-07-30,Hyderabad,223,205,5.87,0.03,92.606,1.778,26415.079,44600.0,18184.921
2024-07-31,Mumbai,397,352,6.462,0.028,101.374,1.598,44052.73,79400.0,35347.27
2024-07-31,Delhi,365,333,5.755,0.036,108.569,1.008,41549.686,73000.0,31450.314
2024-07-31,Bangalore,284,244,4.906,0.036,87.692,0.95,30631.717,56800.0,26168.283
2024-07-31,Chennai,306,287,2.799,0.049,88.517,1.22,35935.294,61200.0,25264.706
2024-07-31,Hyderabad,248,215,2.448,0.031,98.492,1.868,27718.969,49600.0,21881.031
2024-08-01,Mumbai,313,292,3.965,0.033,100.12,0.532,36307.115,62600.0,26292.885
2024-08-01,Delhi,331,318,2.378,0.03,94.408,2.435,40321.623,66200.0,25878.377
2024-08-01,Bangalore,227,208,3.472,0.015,85.501,1.482,26556.067,45400.0,18843.933
2024-08-01,Chennai,221,212,3.675,0.034,75.837,1.662,27029.528,44200.0,17170.472
2024-08-01,Hyderabad,299,278,2.059,0.045,90.606,0.742,34636.977,59800.0,25163.023
2024-08-02,Mumbai,258,229,4.292,0.025,107.136,1.321,29211.716,51600.0,22388.284
2024-08-02,Delhi,297,266,3.827,0.013,81.733,1.662,33568.433,59400.0,25831.567
2024-08-02,Bangalore,296,277,4.488,0.018,107.494,2.09,35359.953,59200.0,23840.047
2024-08-02,Chennai,227,213,4.019,0.017,89.187,2.245,27574.511,45400.0,17825.489
2024-08-02,Hyderabad,234,205,6.154,0.049,108.094,1.372,26366.801,46800.0,20433.199
2024-08-03,Mumbai,208,179,5.352,0.018,91.797,0.7,22747.756,41600.0,18852.244
2024-08-03,Delhi,386,373,6.655,0.021,100.243,2.374,46949.599,77200.0,30250.401
2024-08-03,Bangalore,213,196,2.866,0.041,83.862,2.172,25444.788,42600.0,17155.212
2024-08-03,Chennai,236,220,2.282,0.019,72.162,1.301,27772.204,47200.0,19427.796
2024-08-03,Hyderabad,361,323,3.127,0.045,90.244,1.757,40540.733,72200.0,31659.267
2024-08-04,Mumbai,339,331,6.871,0.012,97.15,2.224,41803.746,67800.0,25996.254
2024-08-04,Delhi,301,276,5.912,0.033,87.315,2.36,35173.203,60200.0,25026.797
2024-08-04,Bangalore,244,220,3.431,0.044,79.49,0.702,27545.925,48800.0,21254.075
2024-08-04,Chennai,328,292,5.333,0.02,92.573,1.057,36494.43,65600.0,29105.57
2024-08-04,Hyderabad,271,242,3.996,0.02,80.237,1.508,30596.418,54200.0,23603.582
2024-08-05,Mumbai,254,225,4.361,0.04,108.852,1.404,28790.527,50800.0,22009.473
2024-08-05,Delhi,278,257,3.953,0.042,97.914,1.072,32355.212,55600.0,23244.788
2024-08-05,Bangalore,299,257,6.656,0.019,95.111,1.754,32668.064,59800.0,27131.936
2024-08-05,Chennai,378,363,6.111,0.036,100.968,0.645,44892.352,75600.0,30707.648
