Date,Region,Ad_Spend,Leads,Conversion_Rate,Discount_Percent,Revenue
15-04-2024,Delhi,118522.84,163,0.1778,15.19,15606.4
15-04-2024,Bangalore,180599.25,140,0.1424,16,277.21
15-04-2024,Pune,111230.43,152,0.1561,21.56,10447.2
16-04-2024,Mumbai,188420.65,148,0.1676,18.29,4137.83
16-04-2024,Delhi,117477.34,164,0.1704,23.1,13886.46
16-04-2024,Bangalore,135342.14,144,0.1381,19.91,4364.87
16-04-2024,Pune,185117.43,146,0.1601,7.82,4074.48
17-04-2024,Mumbai,162385.93,140,0.1454,8.91,3231.87
17-04-2024,Delhi,123523.56,151,0.1718,10.12,12572.78
17-04-2024,Bangalore,109571.46,155,0.1387,10.37,9509.51
17-04-2024,Pune,120618.62,150,0.1339,13.43,6682.94
18-04-2024,Mumbai,159447.63,164,0.1793,8.59,12595.81
18-04-2024,Delhi,169514.46,142,0.1466,14.47,2413.5
18-04-2024,Bangalore,172451.69,150,0.1795,8.44,8832.19
18-04-2024,Pune,110410.96,145,0.1547,11.21,10269.96
19-04-2024,Mumbai,107941.94,147,0.1587,17.32,10805.34
19-04-2024,Delhi,140118.79,140,0.1336,12.74,3417.54
19-04-2024,Bangalore,106942.38,156,0.1699,18.72,13939.76
19-04-2024,Pune,106993.16,160,0.1363,17.26,9377.36
20-04-2024,Mumbai,168013.19,151,0.1395,12.33,3024.44
20-04-2024,Delhi,166948.7,162,0.1427,12.9,5134.33
20-04-2024,Bangalore,199548.05,162,0.1479,7.14,3292.72
20-04-2024,Pune,156229.68,143,0.1777,18.06,7981.7
21-04-2024,Mumbai,175483.78,162,0.1521,7.84,6316.18
21-04-2024,Delhi,145037.09,155,0.1201,11.72,2936.17
21-04-2024,Bangalore,198123.64,142,0.1756,10.46,4081.37
21-04-2024,Pune,139931.59,147,0.1212,20.01,1822.83
22-04-2024,Mumbai,176859.98,140,0.1705,15.9,4597.26
22-04-2024,Delhi,162358.57,157,0.1673,22.43,7783.28
22-04-2024,Bangalore,160848.64,151,0.1669,19.47,7173.7
22-04-2024,Pune,103616.04,140,0.1336,12.49,7099.02
23-04-2024,Mumbai,138090.95,141,0.1762,16.52,9385.34
23-04-2024,Delhi,130552.43,159,0.1368,23.91,6302.59
23-04-2024,Bangalore,187333.67,145,0.1752,15.44,5121.11
23-04-2024,Pune,199215.8,144,0.1435,15.52,-815.16
24-04-2024,Mumbai,139717.88,145,0.169,13.23,9216.84
24-04-2024,Delhi,187797.43,153,0.1684,21.01,4877.59
24-04-2024,Bangalore,130467.91,148,0.1394,6.43,6933.76
24-04-2024,Pune,115379.11,142,0.1408,24.54,5997.2
25-04-2024,Mumbai,164097.21,164,0.1545,15.11,7419.11
25-04-2024,Delhi,131372.77,153,0.1284,23.07,4193.86
25-04-2024,Bangalore,182933.24,159,0.1502,13.57,4223.7
25-04-2024,Pune,114637.4,160,0.1273,15.09,7396.53
26-04-2024,Mumbai,150610.76,154,0.1778,16.44,10674
26-04-2024,Delhi,196582.22,152,0.1762,22.65,4857.59
26-04-2024,Bangalore,127775.26,145,0.12,6.34,3991.76
26-04-2024,Pune,160255.32,162,0.1291,7.17,4175.59
27-04-2024,Mumbai,178076.16,149,0.1327,15.21,444.73
27-04-2024,Delhi,175425.35,163,0.1378,14.18,3507.96
27-04-2024,Bangalore,117066.48,160,0.1273,11.76,7482.43
27-04-2024,Pune,110104.58,155,0.1615,17.74,12247.29
28-04-2024,Mumbai,163318.96,147,0.1688,17.69,6718.4
28-04-2024,Delhi,130625.36,159,0.1593,22.11,10061.84
28-04-2024,Bangalore,172431.75,144,0.1732,14.55,6242.49
28-04-2024,Pune,119462.25,146,0.1515,15.15,8662.09
29-04-2024,Mumbai,117688.71,161,0.1778,10.72,15789.35
29-04-2024,Delhi,113380.37,160,0.1212,10.94,6952.56
29-04-2024,Bangalore,176028.98,163,0.1521,10.09,6183.55
29-04-2024,Pune,101212.08,157,0.1578,9.78,13668.96
30-04-2024,Mumbai,106461.67,143,0.1423,11.05,8595.4
30-04-2024,Delhi,164609.01,160,0.1707,7.86,10058.57
30-04-2024,Bangalore,148824.11,143,0.1719,10.63,8633.77
30-04-2024,Pune,165171.06,142,0.1426,13.5,2375.96
01-05-2024,Mumbai,145944.68,160,0.1774,8.53,12932.29
01-05-2024,Delhi,110214.95,163,0.1389,19.07,9715.73
01-05-2024,Bangalore,143760.31,140,0.1705,6.73,8814.28
01-05-2024,Pune,190176.2,160,0.1695,15.41,6562.29
02-05-2024,Mumbai,138634.89,161,0.1582,17.66,9840.27
02-05-2024,Delhi,106665.2,163,0.1729,8.01,16723.12
02-05-2024,Bangalore,198827.53,162,0.1608,6.79,5489.88
02-05-2024,Pune,108479.2,150,0.1595,21.24,10959.35
03-05-2024,Mumbai,110536.75,156,0.1774,20.01,14617.91
03-05-2024,Delhi,135325.14,153,0.1795,24.44,11485.84
03-05-2024,Bangalore,194231.54,158,0.1311,9.31,361.69
03-05-2024,Pune,109839.56,161,0.1659,11.04,14616.3
04-05-2024,Mumbai,102094.5,155,0.1781,11.61,16230.3
04-05-2024,Delhi,176922.31,164,0.1786,18.68,9723.55
04-05-2024,Bangalore,101042.77,143,0.1569,20.72,10260.73
04-05-2024,Pune,164390.43,162,0.1225,24.4,968.59
05-05-2024,Mumbai,179871.42,151,0.1485,8.17,3613.83
05-05-2024,Delhi,148601.55,155,0.1687,18.47,9441.99
05-05-2024,Bangalore,112809.57,154,0.1266,17.37,6485.7
05-05-2024,Pune,109501.17,147,0.1459,14.35,9065.93
06-05-2024,Mumbai,161293.96,161,0.1364,23.64,3471.62
06-05-2024,Delhi,167598.23,158,0.1732,18.27,8781.18
06-05-2024,Bangalore,128590.68,162,0.1728,10.91,14036.4
06-05-2024,Pune,154401.66,160,0.1653,14.75,9533.21
07-05-2024,Mumbai,184199.86,147,0.1535,9.43,3196.8
07-05-2024,Delhi,105385.82,161,0.1652,11.12,14945.48
07-05-2024,Bangalore,153955.62,152,0.1299,8.5,3497.26
07-05-2024,Pune,172597.99,157,0.1328,15.61,2030.36
08-05-2024,Mumbai,184070.3,152,0.1448,20.41,1562.78
08-05-2024,Delhi,174342.38,142,0.1379,16.74,467.33
08-05-2024,Bangalore,168888.53,146,0.1546,22.67,3420.62
08-05-2024,Pune,143380.05,147,0.1477,6.18,6755.2
09-05-2024,Mumbai,124667.89,144,0.1729,11.28,11300.93
09-05-2024,Delhi,119395.39,149,0.1595,11.91,10628.29
09-05-2024,Bangalore,174234.81,153,0.157,9.57,5634.02
09-05-2024,Pune,135538.46,152,0.1523,15.96,8003.16
10-05-2024,Mumbai,184804.78,161,0.17,6.21,8262.26
10-05-2024,Delhi,174954.55,160,0.1421,12.21,4015.61
10-05-2024,Bangalore,114888.81,162,0.1482,15.54,10968.73
10-05-2024,Pune,112471.41,154,0.1469,19.72,9406.09
11-05-2024,Mumbai,188619.58,142,0.1283,18.6,-2507.49
11-05-2024,Delhi,100187.99,146,0.1202,17.77,5752.17
11-05-2024,Bangalore,135549.3,164,0.1433,13.64,8575.36
11-05-2024,Pune,187426.25,153,0.1634,7.98,5460.37
12-05-2024,Mumbai,122543.88,159,0.1536,17.47,10427.68
12-05-2024,Delhi,167646.79,157,0.1561,6.44,7103.96
12-05-2024,Bangalore,132210.8,153,0.1289,19.21,4585.45
12-05-2024,Pune,174592.52,145,0.1326,21.68,-401.38
13-05-2024,Mumbai,152029.66,152,0.1288,12.24,3158.24
13-05-2024,Delhi,143401.94,157,0.1423,7.19,7279.77
13-05-2024,Bangalore,180136.69,154,0.1799,23.73,7318.15
13-05-2024,Pune,164256.52,156,0.1583,15.43,6719.13
14-05-2024,Mumbai,117825.25,154,0.1446,21.96,8289.37
14-05-2024,Delhi,138383.3,148,0.177,9.86,11374.87
14-05-2024,Bangalore,156555,149,0.1401,6.5,4565.26
14-05-2024,Pune,102419.18,161,0.1364,15.84,10131.6
15-05-2024,Mumbai,129872.56,160,0.1234,22.2,4531.47
15-05-2024,Delhi,122554.13,144,0.1705,9.54,11345.3
15-05-2024,Bangalore,180264.33,149,0.1762,19.41,6292.07
15-05-2024,Pune,163117.06,146,0.1742,23.28,6798.73
16-05-2024,Mumbai,178021.31,143,0.1659,9.02,5024.04
16-05-2024,Delhi,161022.51,164,0.1651,18.48,9123.06
16-05-2024,Bangalore,195661.46,163,0.1234,11.36,-584.31
16-05-2024,Pune,126170.57,142,0.1365,20.96,4675.62
17-05-2024,Mumbai,197483.47,155,0.1656,14.55,4459.55
17-05-2024,Delhi,177671.06,151,0.1294,22.21,-451.16
17-05-2024,Bangalore,104650.06,157,0.1744,8.65,16049.07
17-05-2024,Pune,153242.07,140,0.1663,7.64,7195.19
18-05-2024,Mumbai,123678.43,163,0.1529,8.43,11711.55
18-05-2024,Delhi,188213.56,160,0.1231,13.96,-515.39
18-05-2024,Bangalore,126015.78,164,0.1497,24.61,9482.97
18-05-2024,Pune,114496.51,162,0.1319,16.74,8241.73
19-05-2024,Mumbai,146393.25,164,0.1768,24.38,11921.53
19-05-2024,Delhi,118301.54,140,0.1291,10.28,5212.22
19-05-2024,Bangalore,125096.67,146,0.161,16.36,9364.32
19-05-2024,Pune,198051.68,141,0.1442,16.31,-1098.35
20-05-2024,Mumbai,179170,156,0.1526,7.55,5135.24
20-05-2024,Delhi,145830.06,140,0.1457,8.68,4949.67
20-05-2024,Bangalore,166418.79,164,0.1601,14.78,8142.94
20-05-2024,Pune,141176.55,146,0.1527,7.18,7462.01
21-05-2024,Mumbai,151250.26,149,0.1787,21.09,9390.27
21-05-2024,Delhi,149725.59,146,0.1723,16.35,8552.14
21-05-2024,Bangalore,175842.5,159,0.1512,9.89,5461.42
21-05-2024,Pune,187783.01,161,0.1297,10.85,1017.51
22-05-2024,Mumbai,194663.8,147,0.1791,20.67,4794.41
22-05-2024,Delhi,102716.74,164,0.1256,12.53,9081.82
22-05-2024,Bangalore,128243.09,149,0.1499,8,8705.73
22-05-2024,Pune,165678.01,164,0.1438,7.77,6244.96
23-05-2024,Mumbai,144107.22,150,0.1322,15.94,3828.85
23-05-2024,Delhi,128713.8,148,0.1547,18.06,8211.94
23-05-2024,Bangalore,179791.42,154,0.1318,23.04,6.21
23-05-2024,Pune,152019.05,159,0.1535,9.15,8284.23
24-05-2024,Mumbai,161347.31,152,0.1744,11.26,9243.18
24-05-2024,Delhi,198352.15,140,0.1559,6.63,1325.5
24-05-2024,Bangalore,136369.31,155,0.1291,14.37,4941.02
24-05-2024,Pune,161529.8,161,0.1714,8.24,10620.9
25-05-2024,Mumbai,173973.03,162,0.178,13.94,10049.42
25-05-2024,Delhi,198411.03,160,0.1635,12.14,5106.96
25-05-2024,Bangalore,199707.82,162,0.1278,19.05,-1173.9
25-05-2024,Pune,109303.05,143,0.1632,22.91,10110.26
26-05-2024,Mumbai,107940.66,144,0.1784,12.4,13656.61
26-05-2024,Delhi,129648.98,145,0.1524,19.49,7190.55
26-05-2024,Bangalore,131435.01,150,0.1741,18.38,11129.99
26-05-2024,Pune,131406.08,163,0.1497,21.74,9079.12
27-05-2024,Mumbai,133520.8,155,0.1627,21.69,9700.29
27-05-2024,Delhi,110063.75,160,0.1452,23.2,9906.58
27-05-2024,Bangalore,173967.13,157,0.1649,18.37,6660.05
27-05-2024,Pune,162092.86,161,0.1643,21.32,8108.69
28-05-2024,Mumbai,184373.73,142,0.1219,20.05,-3136.93
28-05-2024,Delhi,110634.37,142,0.1612,7.32,11091.75
28-05-2024,Bangalore,117488.14,148,0.1593,24.84,9345.78
28-05-2024,Pune,107267.09,142,0.1616,15.74,10653.41
29-05-2024,Mumbai,130531.07,160,0.122,11.77,5288.01
29-05-2024,Delhi,165316.28,153,0.1742,10.42,9081.24
29-05-2024,Bangalore,180739.6,152,0.1739,18.36,6527.07
29-05-2024,Pune,187422.67,162,0.1301,13.41,1000.66
30-05-2024,Mumbai,137950.29,153,0.1719,16.39,10863.03
30-05-2024,Delhi,138040.05,153,0.1487,6.34,8319.66
30-05-2024,Bangalore,142144.4,153,0.1751,11.32,11441.43
30-05-2024,Pune,185834.17,158,0.1784,21.69,7429.03
31-05-2024,Mumbai,169931.54,159,0.1789,17.81,9672.65
31-05-2024,Delhi,155918.48,162,0.152,18.07,7219.09
31-05-2024,Bangalore,144984.22,163,0.1622,16.27,10316.3
31-05-2024,Pune,109653.45,148,0.1207,14.91,5414.14
01-06-2024,Mumbai,130126.53,150,0.1245,10.3,4625.45
01-06-2024,Delhi,173024.61,148,0.1229,23.16,-1430.45
01-06-2024,Bangalore,185226.39,148,0.1398,12.47,924.61
01-06-2024,Pune,198902.84,162,0.1519,21.92,2521.62
02-06-2024,Mumbai,128529.03,151,0.155,24.91,8056
02-06-2024,Delhi,185569.61,160,0.1238,21.8,-925.62
02-06-2024,Bangalore,159897.85,140,0.1643,15.98,5407.81
02-06-2024,Pune,103264.57,142,0.1698,22.7,11509.01
03-06-2024,Mumbai,157177.24,152,0.1617,7.56,8099.47
03-06-2024,Delhi,191067.66,153,0.1664,17.44,4613.79
03-06-2024,Bangalore,189252.33,161,0.1564,17.99,4459.77
03-06-2024,Pune,159169.72,158,0.1342,15.73,3720.41
04-06-2024,Mumbai,110422.48,161,0.1672,24.44,13433.3
04-06-2024,Delhi,126267.56,163,0.156,20.13,10794.78
04-06-2024,Bangalore,150626.61,162,0.1444,22.94,6039.29
04-06-2024,Pune,100292.1,151,0.1562,23.24,11239.66
05-06-2024,Mumbai,123885.67,149,0.1783,12.3,12947.38
05-06-2024,Delhi,148204.11,147,0.1482,14.5,5512.54
05-06-2024,Bangalore,147428.84,156,0.151,6.1,8201.77
05-06-2024,Pune,100766.4,147,0.1222,8.05,7081.99
06-06-2024,Mumbai,133886.06,160,0.1463,10.15,9006.19
06-06-2024,Delhi,139679.68,161,0.1759,13.54,12998.44
06-06-2024,Bangalore,108709.28,148,0.1691,16.1,12544.71
06-06-2024,Pune,187986.27,162,0.1725,15.38,7601.08
07-06-2024,Mumbai,170225.88,158,0.147,23.66,3843.16
07-06-2024,Delhi,116520.39,147,0.1453,13.81,8327.55
07-06-2024,Bangalore,190761.1,160,0.1355,18.82,720.6
07-06-2024,Pune,129672.76,146,0.1772,19.71,10939.41
08-06-2024,Mumbai,186288.05,153,0.1231,10.89,-888.84
08-06-2024,Delhi,105952.47,154,0.1723,10.88,14850.6
08-06-2024,Bangalore,166529.21,140,0.1474,13.01,2678.26
08-06-2024,Pune,112102.5,147,0.1651,7.35,12320.23
09-06-2024,Mumbai,108018,154,0.165,13.84,13222.74
09-06-2024,Delhi,164609.62,149,0.1417,17.28,2926.65
09-06-2024,Bangalore,101013.12,157,0.1283,8.2,9226.95
09-06-2024,Pune,115432.16,142,0.1634,8.29,10835.97
10-06-2024,Mumbai,190245.33,145,0.1697,24.83,3104.52
10-06-2024,Delhi,182001.26,148,0.1453,11.61,2146.96
10-06-2024,Bangalore,148600.05,152,0.144,23.29,4692.98
10-06-2024,Pune,180802.26,164,0.1638,18.39,6935.49
11-06-2024,Mumbai,184560.44,161,0.1711,13.67,7725.34
11-06-2024,Delhi,107761.46,148,0.1384,20.99,7604.85
11-06-2024,Bangalore,144641.95,141,0.1431,14.55,4251.24
11-06-2024,Pune,157926.64,148,0.1459,12.06,4588.64
12-06-2024,Mumbai,158219.87,164,0.1216,13.47,2781.18
12-06-2024,Delhi,152581.26,141,0.13,14.18,1655.51
12-06-2024,Bangalore,114259.41,163,0.1657,23.99,13186.88
12-06-2024,Pune,133976.88,149,0.1587,18.1,8445.85
13-06-2024,Mumbai,134060.42,150,0.1387,18.87,5508.39
13-06-2024,Delhi,160577.92,141,0.1705,17.02,6280.77
13-06-2024,Bangalore,155968.84,143,0.13,24.47,552.21
13-06-2024,Pune,122848.67,163,0.1503,24.32,9786.85
14-06-2024,Mumbai,138420.67,153,0.1219,13.37,3464.93
14-06-2024,Delhi,116002.49,157,0.1388,8.79,9310.74
14-06-2024,Bangalore,148785.12,149,0.174,8.21,10227.57
14-06-2024,Pune,195591.88,144,0.1484,14.44,372.38
15-06-2024,Mumbai,199485.8,148,0.179,11.48,5401.49
15-06-2024,Delhi,196113.55,159,0.1219,24.44,-2680.62
15-06-2024,Bangalore,177353.89,144,0.1292,16.52,-775.63
15-06-2024,Pune,154170.48,161,0.1348,21.93,4094.83
16-06-2024,Mumbai,135618.56,141,0.1356,9.7,4582.33
16-06-2024,Delhi,105764.76,153,0.1606,10.47,12955.37
16-06-2024,Bangalore,183068.85,143,0.1408,17.03,129.86
16-06-2024,Pune,113919.67,142,0.129,21.52,4778.64
17-06-2024,Mumbai,120730.9,156,0.1641,11.71,12351.63
17-06-2024,Delhi,132582.31,163,0.1572,9.82,11389.34
17-06-2024,Bangalore,139513.77,144,0.1485,16.32,5805.59
17-06-2024,Pune,122774.97,160,0.1559,12.72,11402.48
18-06-2024,Mumbai,145846.64,161,0.1278,21.02,3895.47
18-06-2024,Delhi,112482.08,156,0.1608,14.87,12356.78
18-06-2024,Bangalore,103446.13,145,0.1289,14.79,6870.83
18-06-2024,Pune,198098.74,151,0.1653,15.35,3612.33
19-06-2024,Mumbai,130244.75,143,0.1371,9.86,5601.42
19-06-2024,Delhi,176179.82,154,0.1563,23.46,4113.6
19-06-2024,Bangalore,136226.81,156,0.1719,24.63,10735.72
19-06-2024,Pune,140758.42,158,0.1561,17.24,8868.55
20-06-2024,Mumbai,180658.93,142,0.132,8.08,-125.45
20-06-2024,Delhi,185396.2,156,0.1584,11.67,5005.61
20-06-2024,Bangalore,124038.24,145,0.1354,6.59,6565.29
20-06-2024,Pune,197153.3,162,0.1211,15.06,-1595.52
21-06-2024,Mumbai,168772.2,150,0.1723,16.02,7369.48
21-06-2024,Delhi,163254.41,160,0.1415,21.28,4189.8
21-06-2024,Bangalore,127875.99,163,0.1517,21.07,9834.45
21-06-2024,Pune,199054.6,157,0.1606,21.74,3136.1
22-06-2024,Mumbai,129461.94,146,0.1226,12.49,3711.28
22-06-2024,Delhi,163290.63,154,0.1286,20.32,1439.36
22-06-2024,Bangalore,176892.28,148,0.166,22.07,4666.63
22-06-2024,Pune,161360.41,147,0.1439,19.74,3050.04
23-06-2024,Mumbai,128033.45,143,0.1444,7.25,7124.21
23-06-2024,Delhi,134882.05,142,0.1579,16.96,7240.82
23-06-2024,Bangalore,169775.63,152,0.1773,15.93,8380.19
23-06-2024,Pune,129956.57,147,0.1268,22,3440.46
24-06-2024,Mumbai,124223.12,145,0.123,7.39,4676.14
24-06-2024,Delhi,140287.33,154,0.1327,22.4,4161.48
24-06-2024,Bangalore,140130.6,162,0.1758,13.7,13089.34
24-06-2024,Pune,190611.1,146,0.1486,10.29,1603.02
25-06-2024,Mumbai,164047.6,160,0.122,10.08,2110.67
25-06-2024,Delhi,141612.14,164,0.1274,22.88,4439.87
25-06-2024,Bangalore,150308.4,149,0.1552,17.87,6299.7
25-06-2024,Pune,107177.58,157,0.1345,19.57,8444.73
26-06-2024,Mumbai,182253.48,163,0.1374,16.7,2500.31
26-06-2024,Delhi,111995.37,162,0.1632,13.63,13882.48
26-06-2024,Bangalore,115862.41,141,0.128,17.96,4669.79
26-06-2024,Pune,105433.2,151,0.1441,7.95,10427.62
27-06-2024,Mumbai,118903.95,157,0.1366,19.43,7607.87
27-06-2024,Delhi,106268.96,157,0.148,12.47,11365.24
27-06-2024,Bangalore,194044.85,150,0.1696,8.47,5189.08
27-06-2024,Pune,156498.44,141,0.1388,20.99,1822.11
28-06-2024,Mumbai,189187.21,152,0.1453,13.17,1856.53
28-06-2024,Delhi,193632.12,158,0.1254,19.05,-1462.08
28-06-2024,Bangalore,149381.4,140,0.1758,22.04,7471.22
28-06-2024,Pune,167584.77,154,0.13,19.55,1309.38
29-06-2024,Mumbai,166638.54,140,0.1367,8.46,1628.8
29-06-2024,Delhi,167610.82,164,0.1379,8,5051.56
29-06-2024,Bangalore,178182.39,151,0.18,7.99,8557.79
29-06-2024,Pune,149857.08,146,0.15,14.22,5495.62
30-06-2024,Mumbai,145769.96,157,0.1581,20.64,8174.8
30-06-2024,Delhi,100288.13,146,0.1661,13.91,12823.72
30-06-2024,Bangalore,182217.99,141,0.1327,18.49,-1357.3
30-06-2024,Pune,147228.18,163,0.1589,21.13,9058.96
01-07-2024,Mumbai,175402.3,152,0.1377,8.6,2533.38
01-07-2024,Delhi,165163.98,157,0.1642,24.52,6815.33
01-07-2024,Bangalore,105219.86,147,0.1481,17,9546.7
01-07-2024,Pune,108534.13,150,0.1421,7.1,9746.29
02-07-2024,Mumbai,111151.22,149,0.1526,7.9,10836.75
02-07-2024,Delhi,168804.44,152,0.1427,12.41,3575.94
02-07-2024,Bangalore,101932.76,143,0.1769,6.6,14448.12
02-07-2024,Pune,173620.04,145,0.1519,17.31,2926.4
03-07-2024,Mumbai,100992.38,150,0.1727,6.79,15120.44
03-07-2024,Delhi,139764.76,140,0.1387,20.71,3372.6
03-07-2024,Bangalore,177292.15,147,0.1279,22.29,-1157.77
03-07-2024,Pune,157535.54,149,0.1662,21.34,6878.06
04-07-2024,Mumbai,112020.72,145,0.1461,12.31,8755.86
04-07-2024,Delhi,134180.37,162,0.1511,12.61,9795.16
04-07-2024,Bangalore,137173.93,155,0.1541,18.6,8306.15
04-07-2024,Pune,154838.2,143,0.1708,6.45,8299.13
05-07-2024,Mumbai,189856.06,140,0.1564,11.53,1752.85
05-07-2024,Delhi,120709.49,143,0.174,19.49,10857.12
05-07-2024,Bangalore,193737.84,141,0.149,20.2,-378.64
05-07-2024,Pune,147380.98,143,0.1775,23.91,8248.56
06-07-2024,Mumbai,178518.95,159,0.1527,24.29,3993.21
06-07-2024,Delhi,107560.5,148,0.1323,19.79,6845.49
06-07-2024,Bangalore,161973.46,164,0.1573,20.85,7522.69
06-07-2024,Pune,157829.84,150,0.1789,16.02,9450.09
07-07-2024,Mumbai,190642.1,150,0.1356,12.56,19.07
07-07-2024,Delhi,191748.58,163,0.1635,16.24,5851.71
07-07-2024,Bangalore,106062.89,153,0.1237,8.8,7444.86
07-07-2024,Pune,100784.16,159,0.1338,6.85,10513.51
08-07-2024,Mumbai,141564.22,145,0.1518,10.6,6792.02
08-07-2024,Delhi,150060.36,160,0.1777,17.8,11652.42
08-07-2024,Bangalore,192866.03,157,0.1528,9.43,3762.23
08-07-2024,Pune,145859.79,142,0.1299,14.47,2419.68
09-07-2024,Mumbai,120918.55,150,0.1605,8.6,11116.99
09-07-2024,Delhi,199498.14,157,0.1712,10.6,5873.08
09-07-2024,Bangalore,196062.7,155,0.1582,15.47,3366.89
09-07-2024,Pune,140667.41,164,0.1331,14.72,6297.34
10-07-2024,Mumbai,191938.74,162,0.1244,17.82,-825.97
10-07-2024,Delhi,198117.78,143,0.1698,19.91,2473.37
10-07-2024,Bangalore,135504.11,156,0.1776,15.91,12565.69
10-07-2024,Pune,197730.79,162,0.1436,22.23,1261.85
11-07-2024,Mumbai,177308.9,143,0.1348,18.17,-265.88
11-07-2024,Delhi,166660.05,159,0.1539,20.66,5738.82
11-07-2024,Bangalore,149889.57,148,0.1701,20.9,8099.07
11-07-2024,Pune,137698.55,149,0.1683,6.88,10617.13
12-07-2024,Mumbai,180807.93,147,0.1709,19.85,5054.1
12-07-2024,Delhi,109539.93,144,0.1347,13.65,7084.53
12-07-2024,Bangalore,189464.28,152,0.1271,11.49,-774.57
12-07-2024,Pune,139783.66,141,0.1796,6.85,10659.24
13-07-2024,Mumbai,176100.79,156,0.1581,7.72,6285.3
13-07-2024,Delhi,103261.79,142,0.1771,16.97,13119.2
13-07-2024,Bangalore,135712.12,157,0.1795,13.34,13283.58
13-07-2024,Pune,157384.13,157,0.1594,10.57,8230.29
14-07-2024,Mumbai,119159.29,152,0.1785,6.52,14558.06
14-07-2024,Delhi,183981.62,148,0.1223,6.68,-960.9
14-07-2024,Bangalore,117522.18,141,0.1608,10.27,9889.48
14-07-2024,Pune,143138.06,150,0.1538,14.12,7343.86
15-07-2024,Mumbai,132633.84,158,0.1369,12.71,7103.88
15-07-2024,Delhi,189409.43,146,0.1708,13.62,4626.91
15-07-2024,Bangalore,176310.84,162,0.1486,15.45,4893.57
15-07-2024,Pune,120468.01,147,0.1312,12.3,6004.94
16-07-2024,Mumbai,185503.02,153,0.1243,7.31,-268.18
16-07-2024,Delhi,194078.45,144,0.1476,7.81,1065.97
16-07-2024,Bangalore,182674.68,143,0.1616,20.65,2778.64
16-07-2024,Pune,165465.07,142,0.1509,14.8,3406.65
17-07-2024,Mumbai,104540.33,159,0.1455,6.71,12011.26
17-07-2024,Delhi,112786.68,148,0.12,13.91,5089.96
17-07-2024,Bangalore,152251.02,144,0.1634,9.81,7321.66
17-07-2024,Pune,120357.84,160,0.1382,10.38,9044.27
18-07-2024,Mumbai,100147.38,154,0.1315,11.89,9042.04
18-07-2024,Delhi,173172.47,143,0.1645,22.12,3996.21
18-07-2024,Bangalore,142262.92,157,0.1738,21.54,10900.16
18-07-2024,Pune,125281.36,158,0.1309,13.05,6848.78
19-07-2024,Mumbai,190194.02,161,0.1443,10.19,3201.23
19-07-2024,Delhi,176248.29,161,0.1554,18.56,5544.81
19-07-2024,Bangalore,107845.58,149,0.1626,9.18,12518.86
19-07-2024,Pune,178063.17,148,0.1361,17.94,547.02
20-07-2024,Mumbai,148186.75,156,0.1561,11.63,8368.41
20-07-2024,Delhi,171442.42,160,0.1536,20.83,5349.25
20-07-2024,Bangalore,170848.97,158,0.1422,23.73,3003.33
20-07-2024,Pune,182750.63,147,0.1308,7.87,167.62
21-07-2024,Mumbai,180351.81,154,0.1617,19.85,4877.82
21-07-2024,Delhi,186169.09,156,0.1219,6.99,-306.68
21-07-2024,Bangalore,114217.04,145,0.1401,24.59,6438.91
21-07-2024,Pune,185653.72,156,0.1636,16.68,5291.94
22-07-2024,Mumbai,194709.07,140,0.1387,15.17,-1566.99
22-07-2024,Delhi,150667.26,143,0.1431,6.48,4743.17
22-07-2024,Bangalore,183899.73,147,0.1679,17.7,4514.16
22-07-2024,Pune,184327.81,162,0.1341,19.39,1351.91
23-07-2024,Mumbai,181712.81,164,0.1521,16.27,5138.74
23-07-2024,Delhi,142959.59,144,0.1631,22.39,6952.47
23-07-2024,Bangalore,117925.56,142,0.1771,10.31,12331.68
23-07-2024,Pune,187934.1,164,0.1294,11.89,1245.56
24-07-2024,Mumbai,129004.55,163,0.169,15.53,13091.16
24-07-2024,Delhi,107089.16,153,0.1575,16.86,11701.11
24-07-2024,Bangalore,183283.04,158,0.1577,10.7,5514.8
24-07-2024,Pune,116281.5,140,0.1529,11.47,8635.76
25-07-2024,Mumbai,130677.66,151,0.1573,12.35,9446.45
25-07-2024,Delhi,173269.91,153,0.1563,10.7,5521.99
25-07-2024,Bangalore,135585.48,157,0.146,19.02,7455.77
25-07-2024,Pune,133245.62,141,0.1323,13.25,4008.4
26-07-2024,Mumbai,198204.95,159,0.1603,18.01,3864.08
26-07-2024,Delhi,119899.21,158,0.1671,17.42,12672.33
26-07-2024,Bangalore,199036.18,163,0.1366,14.21,937.95
26-07-2024,Pune,198036.87,149,0.1308,24.44,-2764.45
27-07-2024,Mumbai,111330.35,148,0.1643,19.39,11240.73
27-07-2024,Delhi,142272.86,156,0.1439,11.02,7112.24
27-07-2024,Bangalore,120533.29,164,0.1644,17.98,13111.53
27-07-2024,Pune,154960.63,145,0.1781,17.47,8583.3
28-07-2024,Mumbai,107697.95,154,0.1771,11.65,15336.5
28-07-2024,Delhi,109206.7,151,0.1475,7.75,10574.03
28-07-2024,Bangalore,155337.9,160,0.1209,24.34,1377.74
28-07-2024,Pune,125089.3,149,0.147,18.77,7523.3
29-07-2024,Mumbai,158355.7,143,0.135,6.04,2861.51
29-07-2024,Delhi,117408.17,158,0.1264,8.94,7329
